13,Zahra jaya,IO,-7.770761,110.438248,37
14,Bu Iin,RO,-7.782008,110.440655,1
14,Bayu,R,"7°46'55""S","110°26'23""E",2
14,Beladyva,R,-7.78054,110.443582,3
14,pak Kirman,R,-7.78009,110.442248,4
14,Hadi,R,-7.778562,110.443742,5
14,Farel,R,"7°46'41""S","110°26'26""E",6
14,Mabruri,RO,-7.774367,110.444558,7
14,Ilham Mart,RO,-7.771988,110.443746,8
14,Harni,R,-7.770918,110.443875,9
14,Bintang,RO,-7.759153,110.447075,10
14,Balqis,R,-7.757769,110.447337,11
14,Mercy,R,"7°45'32""S","110°26'52""E",12
14,Hurin Cell,R,-7.764878,110.44864,13
14,barokah,R,-7.759565,110.449628,14
14,siti,R,,,15
14,Asri,R,-7.77934,110.448688,16
14,Tolak faisin,R,-7.779626,110.450138,17
14,Madura,R,-7.779673,110.450105,18
14,Anggrek,R,-7.776854,110.449632,19
14,Tema,R,-7.775617,110.449475,20
14,Rita,R,-7.770453,110.448905,21
14,Amelia,IO,-7.765535,110.448269,22
14,Erni,R,-7.763644,110.444973,23
14,Dendia,R,-7.758654,110.449591,24
14,Danar jaya,IO,-7.755968,110.449907,25
14,Indi,R,-7.754144,110.448197,26
14,Amelia 9,R,-7.754765,110.448114,27
14,Sigarer,R,-7.757137,110.447877,28
14,Riki agung,R,-7.758392,110.447111,29
14,Marem jaya,R,-7.766829,110.446016,30
14,Suyanto,R,-7.767293,110.446104,31
14,Barokah dila,R,-7.768184,110.445716,32
14,Tukiyo,R,-7.757318,110.449263,33
14,Pak tri,R,-7.779083,110.443945,34
14,Gio,R,-7.775747,110.449482,35
14,Palupi,R,-7.773895,110.449079,36
14,Berkah,R,-7.769598,110.4475,37
14,Sabian cell,R,-7.770605,110.445164,38
14,Risma,IO,-7.76479,110.446885,39
14,Sudirja,IO,-7.768583,110.445631,40
14,Grow mart,IO,-7.777134,110.44326,41
14,Oren jaya,IO,-7.777904,110.447062,42
14,Gito,IO,-7.759109,110.449514,43
14,Kana al barokah,IO,-7.773863,110.449095,44
15,Rene wae,RO,-7.760496,110.440403,1
15,Dika,RO,-7.759575,110.439664,2
15,Burjo nopik,R,"7°45'28""S","110°26'22""E",3
15,Istiqomah,R,"7°45'26""S","110°26'28""E",4
15,Assyfa,RO,-7.754122,110.441566,5
15,Purwanti,R,-7.752768,110.437695,6
15,Kalista,R,"7°45'09""S","110°26'07""E",7
15,Bu Yati,R,"7°45'04""S","110°26'04""E",8
15,Damar jaya,RO,-7.751349,110.434937,9
15,Wartini,IO,-7.742789,110.450756,10
15,Nizam,R,-7.753,110.443274,11
15,Jazim,R,-7.751624,110.442185,12
15,Niken,R,"7°44'51""S","110°26'52""E",13
15,Rafi,R,,,14
15,Bambang,R,"7°45'15""S","110°27'01""E",15
15,Istilah,R,"7°44'33""S","110°26'51""E",16
15,Adi,R,"7°44'32""S","110°26'51""E",17
